position,rec_id,year,country,commodity,location,fac_name,fac_type,dmslat,dmslong,latitude,longitude,precision,mm,op_comp,maininvest,othinvest,status,capacity,units,notes,cite
519,2912,2006,Germany,Cement,Allmendingen,"Plant at Allmendingen",Plant,"48. 20'  N","009. 44'  E",48.33,9.73,F,,"SCHWENK Zement KG",,,Active,5000,"thousand metric tons per year","Combined capacities for positions 517.520.",849
520,2913,2006,Germany,Cement,"Heidenheim- Mergelstetten","Plant at Heidenheim- Mergelstetten",Plant,"48. 39'  N","010. 10'  E",48.65,10.16,F,,"SCHWENK Zement KG",,,Active,5000,"thousand metric tons per year","Combined capacities for positions 517.520.",849
521,2914,2006,Germany,Cement,Bremen,"HANSA plant",Plant,"53. 08'  N","008. 43'  E",53.13,8.71,F,,"Holcim (Deutschland) AG","Holcim Ltd., 88.9%","Private, 11.1%",Active,3600,"thousand metric tons per year","Combined capacities for positions 521.524.",849
522,2915,2006,Germany,Cement,L.gerdorf,"Plant at L.gerdorf",Plant,"53. 53'  N","009. 35'  E",53.88,9.58,F,,"Holcim (Deutschland) AG","Holcim Ltd., 88.9%","Private, 11.1%",Active,3600,"thousand metric tons per year","Combined capacities for positions 521.524.",849
523,2916,2006,Germany,Cement,Rostock,"Plant at Rostock",Plant,"54. 09'  N","012. 08'  E",54.15,12.13,F,,"Holcim (Deutschland) AG","Holcim Ltd., 88.9%,","Private, 11.1%",Active,3600,"thousand metric tons per year","Combined capacities for positions 521.524.",849
524,2917,2006,Germany,Cement,Sehnde,"H.ver plant",Plant,"52. 21'  N","009. 53'  E",52.35,9.89,F,,"Holcim (Deutschland) AG","Holcim Ltd., 88.9%","Private, 11.1%",Active,3600,"thousand metric tons per year","Combined capacities for positions 521.524.",849
525,2918,2006,Germany,Cement,Kall-S.tenich,"Plant at Kall-S.tenich",Plant,"50. 31'  N","006. 34'  E",50.52,6.56,F,,"Lafarge Zement GmbH","Lafarge S.A., 100%",,Active,3500,"thousand metric tons per year","Combined capacities for positions 525.527.",849
526,2919,2006,Germany,Cement,Karsdorf,"Plant at Karsdorf",Plant,"51. 16'  N","011. 40'  E",51.27,11.66,F,,"Lafarge Zement GmbH","Lafarge S.A., 100%",,Active,3500,"thousand metric tons per year","Combined capacities for positions 525.527.",849
527,2920,2006,Germany,Cement,"Walzbachtal, near Hockenheim","Plant at Walzbachtal",Plant,"49. 01'  N","008. 38'  E",49.02,8.63,F,,"Lafarge Zement GmbH","Lafarge S.A., 100%",,Active,3500,"thousand metric tons per year","Combined capacities for positions 525.527.",849
528,2921,2006,Germany,Cement,Dotternhausen,"Plant at Dotternhausen",Plant,"48. 14'  N","008. 47'  E",48.23,8.78,F,,"Holcim (Baden-W.rttemberg) AG","Holcim Ltd.,100%",,Active,1600,"thousand metric tons per year",,849
529,2922,2006,Germany,Cement,Hannover,"Plant at Hannover",Plant,"52. 23'  N","009. 52'  E",52.38,9.87,F,,"TEUTONIA Zementwerk AG","HeidelbergCement AG, 94.2%","Private, 5.8%",Active,900,"thousand metric tons per year",,849
530,2923,2006,Germany,Chalk,L.gerdorf,"Plant at L.gerdorf",Plant,"53. 53'  N","009. 34'  E",53.88,9.57,F,,"Vereinigte Kreidewerke Dammann KG",,,Active,500,"thousand metric tons per year","Combined capacities for positions 530.532.",849
531,2924,2006,Germany,Chalk,Klementelvitz,"R.gen Quarries in Klementelvitz",Mine,"54. 32'  N","013. 36'  E",54.53,13.6,F,,"Vereinigte Kreidewerke Dammann KG",,,Active,500,"thousand metric tons per year","Combined capacities for positions 530.532.",849
532,2925,2006,Germany,Chalk,S.hlde,"Plant at S.hlde",Plant,"52. 11'  N","010. 15'  E",52.18,10.25,F,,"Vereinigte Kreidewerke Dammann KG",,,Active,500,"thousand metric tons per year","Combined capacities for positions 530.532.",849
533,2926,2006,Germany,"Clay: bentonite",Duisburg,"Plant at Duisburg",Plant,"51. 28'  N","006. 45'  E",51.46,6.75,F,,"S.d-Chemie AG",,,Active,500,"thousand metric tons per year","Combined capacities for positions 533.535.",849
534,2927,2006,Germany,"Clay: bentonite",Heufeld,"Plant at Heufeld",Plant,"47. 53'  N","011. 56'  E",47.89,11.94,F,,"S.d-Chemie AG",,,Active,500,"thousand metric tons per year","Combined capacities for positions 533.535.",849
535,2928,2006,Germany,"Clay: bentonite",Moosburg,"Plant at Moosburg",Plant,"48. 29'  N","011. 59'  E",48.48,11.99,F,,"S.d-Chemie AG",,,Active,500,"thousand metric tons per year","Combined capacities for positions 533.535.",849
536,2929,2006,Germany,"Clay: bentonite",M.lheim-K.rlich,"Quarry at M.lheim-K.rlich",Mine,"50. 25'  N","007. 31'  E",50.41,7.51,F,,"K.rlicher Ton- und Schamotte-Werke Mannheim & Co. KG (KTS)",,,Active,50,"thousand metric tons per year",,849
537,2930,2006,Germany,"Clay: including ball and refractory clays",Boden,"Quarry at Boden",Mine,"50. 29'  N","007. 52'  E",50.48,7.86,F,,"Goerg & Schneider GmbH & Co.",,,Active,0,,,849
538,2931,2006,Germany,"Clay: including ball and refractory clays",Boden,"Plant at Boden",Plant,"50. 29'  N","007. 52'  E",50.48,7.86,F,,"Goerg & Schneider GmbH & Co.",,,Active,0,,,849
539,2932,2006,Germany,"Clay: including ball and refractory clays",Eifel,"Quarry at Eifel",Mine,"50. 14'  N","006. 41'  E",50.24,6.68,F,,"Goerg & Schneider GmbH & Co.",,,Active,0,,,849
540,2933,2006,Germany,"Clay: including ball and refractory clays",Eifel,"Plant at Eifel",Plant,"50. 14'  N","006. 41'  E",50.24,6.68,F,,"Goerg & Schneider GmbH & Co.",,,Active,0,,,849
541,2934,2006,Germany,"Clay: including ball and refractory clays","Goddert, Westerwald region","Quarry at Goddert",Mine,"50. 33'  N","007. 46'  E",50.55,7.77,F,,"Goerg & Schneider GmbH & Co.",,,Active,0,,,849
542,2935,2006,Germany,"Clay: including ball and refractory clays","Goddert, Westerwald region","Plant at Goddert",Plant,"50. 33'  N","007. 46'  E",50.55,7.77,F,,"Goerg & Schneider GmbH & Co.",,,Active,0,,,849
543,2936,2006,Germany,"Clay: including ball and refractory clays",Kettenbach-Taunus,"Quarry at Kettenbach-Taunus",Mine,"50. 15'  N","008. 05'  E",50.25,8.08,F,,"Goerg & Schneider GmbH & Co.",,,Active,0,,,849
544,2937,2006,Germany,"Clay: including ball and refractory clays",Kettenbach-Taunus,"Plant at Kettenbach-Taunus",Plant,"50. 15'  N","008. 05'  E",50.25,8.08,F,,"Goerg & Schneider GmbH & Co.",,,Active,0,,,849
545,2938,2006,Germany,"Clay: including ball and refractory clays",Mogendorf,"Quarry at Mogendorf",Mine,"50. 29'  N","007. 47'  E",50.49,7.78,F,,"Goerg & Schneider GmbH & Co.",,,Active,0,,,849
546,2939,2006,Germany,"Clay: including ball and refractory clays",Mogendorf,"Plant at Mogendorf",Plant,"50. 29'  N","007. 47'  E",50.49,7.78,F,,"Goerg & Schneider GmbH & Co.",,,Active,0,,,849
547,2940,2006,Germany,"Clay: including ball and refractory clays",Saxony,"Quarry at Saxony",Mine,"51. 07'  N","013. 12'  E",51.11,13.2,A,,"Goerg & Schneider GmbH & Co.",,,Active,0,,,849
548,2941,2006,Germany,"Clay: including ball and refractory clays",Saxony,"Plant at Saxony",Plant,"51. 07'  N","013. 12'  E",51.11,13.2,A,,"Goerg & Schneider GmbH & Co.",,,Active,0,,,849
549,2942,2006,Germany,"Clay: including ball and refractory clays","Siershahn, Westerwald region","Quarry at Siershahn",Mine,"50. 29'  N","007. 47'  E",50.49,7.78,F,,"Goerg & Schneider GmbH & Co.",,,Active,0,,,849
550,2943,2006,Germany,"Clay: including ball and refractory clays","Siershahn, Westerwald region","Plant at Siershahn",Plant,"50. 29'  N","007. 47'  E",50.49,7.78,F,,"Goerg & Schneider GmbH & Co.",,,Active,0,,,849
551,2944,2006,Germany,"Clay: including ball and refractory clays","Wirges-Staudt Westerwald region","Quarry at Wirges-Staudt",Mine,"50. 28'  N","007. 49'  E",50.46,7.82,F,,"Goerg & Schneider GmbH & Co.",,,Active,0,,,849
552,2945,2006,Germany,"Clay: including ball and refractory clays","Wirges-Staudt Westerwald region","Plant at Wirges-Staudt",Plant,"50. 28'  N","007. 49'  E",50.46,7.82,F,,"Goerg & Schneider GmbH & Co.",,,Active,0,,,849
553,2946,2006,Germany,"Clay: including ball and refractory clays","Dornburg- Langendernbach","Tonbergbau Grube Anton open pit mine",Mine,"50. 31'  N","008. 00'  E",50.51,8,F,,"Stephan Schmidt KG",,,Active,1400,"thousand metric tons per year","Combined capacities for positions 553.555.",849
554,2947,2006,Germany,"Clay: including ball and refractory clays",H.hr-Grenzhausen,"M.llenbach and Thewald Mines",Mine,"50. 26'  N","007. 33'  E",50.44,7.55,F,,"Stephan Schmidt KG (M.llenbach and Thewald GmbH)",,,Active,1400,"thousand metric tons per year","Combined capacities for positions 553.555.",849
555,2948,2006,Germany,"Clay: including ball and refractory clays",Kamenz-Wiesa,"Wiesa-Thonberg and Cunnersdorf quarries",Mine,"51. 15'  N","014. 07'  E",51.25,14.12,A,,"Stephan Schmidt KG",,,Active,1400,"thousand metric tons per year","Combined capacities for positions 553.555.",849
556,2949,2006,Germany,"Clay: including ball and refractory clays","Dornburg- Langendernbach","L.mmersbach and Meudt Mines",Mine,"50. 33'  N","008. 02'  E",50.55,8.03,F,,"Marx Bergbau GmbH & Co. KG","Stephan Schmidt KG, 100%",,Active,300,"thousand metric tons per year","Combined capacities for positions 556.557.",849
557,2950,2006,Germany,"Clay: including ball and refractory clays",Dornburg-Langendernbach,"Ruppach-Goldhausen quarry",Mine,"50. 33'  N","008. 02'  E",50.55,8.03,F,,"Marx Bergbau GmbH & Co. KG","Stephan Schmidt KG, 100%",,Active,300,"thousand metric tons per year","Combined capacities for positions 556.557.",849
558,2951,2006,Germany,"Clay: including ball and refractory clays",Bavaria,"Aufofweiher Mine",Mine,"48. 30'  N","011. 30'  E",48.5,11.5,F,,"Rohstoffgesellschaft GmbH Ponholz",,,Active,100,"thousand metric tons per year","Combined capacities for positions 558.562.",849
559,2952,2006,Germany,"Clay: including ball and refractory clays",Bavaria,"Quarry near Bavaria",Mine,"48. 30'  N","011. 30'  E",48.5,11.5,F,,"Adolf Gottfried Tonwerke GmbH",,,Active,100,"thousand metric tons per year","Combined capacities for positions 558.562.",849
560,2953,2006,Germany,"Clay: including ball and refractory clays",Bavaria,"Plant near Bavaria",Plant,"48. 30'  N","011. 30'  E",48.5,11.5,A,,"Adolf Gottfried Tonwerke GmbH",,,Active,100,"thousand metric tons per year","Combined capacities for positions 558.562.",849
561,2954,2006,Germany,"Clay: including ball and refractory clays",Coburg,"Quarry near Coburg",Mine,"50. 16'  N","010. 58'  E",50.27,10.97,A,,"Adolf Gottfried Tonwerke GmbH",,,Active,100,"thousand metric tons per year","Combined capacities for positions 558.562.",849
562,2955,2006,Germany,"Clay: including ball and refractory clays",Coburg,"Plant near Coburg",Plant,"50. 16'  N","010. 58'  E",50.27,10.97,A,,"Adolf Gottfried Tonwerke GmbH",,,Active,100,"thousand metric tons per year","Combined capacities for positions 558.562.",849
563,2956,2006,Germany,"Clay: including ball and refractory clays","Gie.en/Lahn region","Quarry in the Gie.en/Lahn region",Mine,"50. 34'  N","006. 39'  E",50.57,6.65,A,,"Mittelhessische Tonbergbau GmbH","Goerg & Schneider GmbH & Co., 50%, and Stephan Schmidt KG, 50%",,Active,100,"thousand metric tons per year","Combined capacities for positions 563.564.",849
564,2957,2006,Germany,"Clay: including ball and refractory clays","Gie.en/Lahn region","Plant in the Gie.en/Lahn region",Plant,"50. 34'  N","006. 39'  E",50.57,6.65,A,,"Mittelhessische Tonbergbau GmbH","Goerg & Schneider GmbH & Co., 50%, and Stephan Schmidt KG, 50%",,Active,100,"thousand metric tons per year","Combined capacities for positions 563.564.",849
565,2958,2006,Germany,"Clay: including ball and refractory clays",Grossheirath,"Quarry near Grossheirath",Mine,"50. 11'  N","010. 58'  E",50.18,10.96,F,,"Adolf Gottfried Tonwerke GmbH",,,Active,100,"thousand metric tons per year","Combined capacities for positions 565.566.",849
566,2959,2006,Germany,"Clay: including ball and refractory clays",Grossheirath,"Plant near Grossheirath",Plant,"50. 11'  N","010. 58'  E",50.18,10.96,F,,"Adolf Gottfried Tonwerke GmbH",,,Active,100,"thousand metric tons per year","Combined capacities for positions 565.566.",849
567,2960,2006,Germany,"Clay: including ball and refractory clays",Maxh.tte-Haidoff,"Mine at Maxh.tte-Haidoff",Mine,"49. 13'  N","012. 05'  E",49.21,12.09,F,,"Rohstoffgesellschaft GmbH Ponholz",,,Active,100,"thousand metric tons per year","Combined capacities for positions 567.568.",849
568,2961,2006,Germany,"Clay: including ball and refractory clays",Maxh.tte-Haidoff,"Chamotte plant at Maxh.tte-Haidoff",Plant,"49. 13'  N","012. 05'  E",49.21,12.09,F,,"Rohstoffgesellschaft GmbH Ponholz",,,Active,100,"thousand metric tons per year","Combined capacities for positions 567.568.",849
569,2962,2006,Germany,"Clay: kaolin",Ransbach,"Two quarries at Ransbach",Mine,"50. 50'  N","009. 58'  E",50.83,9.97,F,,"WBB Fuchs GmbH & Co. KG, subsidiary of WBB Minerals plc","S.C.R.- Sibelco NV, 100%",,Active,2000,"thousand metric tons per year","Combined capacities for positions 569.572.",849
570,2963,2006,Germany,"Clay: kaolin","H.hr-Grenzhausen, Westerwald region","Kannenb.ckerland plant",Plant,"50. 19'  N","008. 04'  E",50.32,8.06,F,,"WBB Fuchs GmbH & Co. KG, subsidiary of WBB Minerals plc","S.C.R.- Sibelco NV, 100%",,Active,2000,"thousand metric tons per year","Combined capacities for positions 569.572.",849
571,2964,2006,Germany,"Clay: kaolin","Saxony region","Quarries of Kaolinund Tonwerke Seilitz-L.thain, Saxony region",Mine,"50. 29'  N","007. 50'  E",50.48,7.83,F,,"WBB Fuchs GmbH & Co. KG, subsidiary of WBB Minerals plc","S.C.R.- Sibelco NV, 100%",,Active,2000,"thousand metric tons per year","Combined capacities for positions 569.572.",849
572,2965,2006,Germany,"Clay: kaolin","Saxony region","Plants of Kaolinund Tonwerke Seilitz-L.thain, Saxony region",Plant,"50. 28'  N","007. 44'  E",50.46,7.73,F,,"WBB Fuchs GmbH & Co. KG, subsidiary of WBB Minerals plc","S.C.R.- Sibelco NV, 100%",,Active,2000,"thousand metric tons per year","Combined capacities for positions 569.572.",849
573,2966,2006,Germany,"Clay: kaolin",Hirschau,"Mine at Hirschau",Mine,"49. 32'  N","011. 58'  E",49.54,11.97,F,,"Amberger Kaolinwerke GmbH.Eduard Kick GmbH & Co. KG","Quarzwerke GmbH, 100%",,Active,300,"thousand metric tons per year","Combined capacities for positions 573.576.",849
574,2967,2006,Germany,"Clay: kaolin",Caminau,"Mine at Caminau",Mine,"51. 20'  N","014. 21'  E",51.33,14.35,F,,"Amberger Kaolinwerke GmbH.Eduard Kick GmbH & Co. KG","Quarzwerke GmbH, 100%",,Active,300,"thousand metric tons per year","Combined capacities for positions 573.576.",849
575,2968,2006,Germany,"Clay: kaolin",Kemmlitz,"Mine at Kemmlitz",Mine,"51. 14'  N","013. 00'  E",51.23,13,F,,"Amberger Kaolinwerke GmbH.Eduard Kick GmbH & Co. KG","Quarzwerke GmbH, 100%",,Active,300,"thousand metric tons per year","Combined capacities for positions 573.576.",849
576,2969,2006,Germany,"Clay: kaolin",Schnaittenbach,"Mine at  Schnaittenbach",Mine,"49. 32'  N","011. 59'  E",49.54,11.99,F,,"Amberger Kaolinwerke GmbH.Eduard Kick GmbH & Co. KG","Quarzwerke GmbH, 100%",,Active,300,"thousand metric tons per year","Combined capacities for positions 573.576.",849
577,2970,2006,Germany,"Coal: anthracite and bituminous",Lohberg-Osterfeld,"Mine at Lohberg-Osterfeld",Mine,"51. 03'  N","006. 35'  E",51.05,6.58,F,,"Deutsche Steinkohle AG","RAG Aktiengesellschaft, 100%",,Active,18000,"thousand metric tons per year","Combined capacities for positions 577.583.",849
578,2971,2006,Germany,"Coal: anthracite and bituminous",Marl,"Augusta Victoria/Blumenthal Mine",Mine,"51. 41'  N","007. 09'  E",51.68,7.15,F,,"Deutsche Steinkohle AG","RAG Aktiengesellschaft, 100%",,Active,18000,"thousand metric tons per year","Combined capacities for positions 577.583.",849
579,2972,2006,Germany,"Coal: anthracite and bituminous",Bottrop,"Prosper-Haniel Mine",Mine,"51. 31'  N","006. 43'  E",51.52,6.72,F,,"Deutsche Steinkohle AG","RAG Aktiengesellschaft, 100%",,Active,18000,"thousand metric tons per year","Combined capacities for positions 577.583.",849
580,2973,2006,Germany,"Coal: anthracite and bituminous",Duisburg,"Walsum Mine",Mine,"51. 33'  N","006. 53'  E",51.55,6.88,F,,"Deutsche Steinkohle AG","RAG Aktiengesellschaft, 100%",,Active,18000,"thousand metric tons per year","Combined capacities for positions 577.583.",849
581,2974,2006,Germany,"Coal: anthracite and bituminous",Gelsenkirchen,"Lippe Mine",Mine,"51. 30'  N","006. 59'  E",51.5,6.99,F,,"Deutsche Steinkohle AG","RAG Aktiengesellschaft, 100%",,Active,18000,"thousand metric tons per year","Combined capacities for positions 577.583.",849
582,2975,2006,Germany,"Coal: anthracite and bituminous",Hamm,"Ost Mine",Mine,"49. 14'  N","006. 53'  E",49.24,6.88,F,,"Deutsche Steinkohle AG","RAG Aktiengesellschaft, 100%",,Active,18000,"thousand metric tons per year","Combined capacities for positions 577.583.",849
583,2976,2006,Germany,"Coal: anthracite and bituminous",Kamp-Lintfort,"West Mine",Mine,"49. 14'  N","006. 53'  E",49.24,6.88,F,,"Deutsche Steinkohle AG","RAG Aktiengesellschaft, 100%",,Active,18000,"thousand metric tons per year","Combined capacities for positions 577.583.",849
584,2977,2006,Germany,"Coal: anthracite and bituminous",Saarlouis,"Saar Mine",Mine,"49. 21'  N","006. 46'  E",49.35,6.76,F,,"Deutsche Steinkohle AG","RAG Aktiengesellschaft, 100%",,Active,6000,"thousand metric tons per year",,849
585,2978,2006,Germany,"Coal: anthracite and bituminous",Ibbenb.ren,"Ibbenb.ren Mine",Mine,"52. 17'  N","007. 44'  E",52.29,7.74,F,,"Deutsche Steinkohle AG","RAG Aktiengesellschaft, 100%",,Active,2100,"thousand metric tons per year",,849
586,2979,2006,Germany,"Coal: lignite",Bergheim,"Mine at Bergheim",Mine,"50. 57'  N","006. 40'  E",50.95,6.67,F,,"RWE Power Aktiengesellschaft",,,Active,105000,"thousand metric tons per year","Combined capacities for positions 586.589.",849
587,2980,2006,Germany,"Coal: lignite",Garzweiler,"Mine at Garzweiler",Mine,"51. 03'  N","006. 31'  E",51.05,6.52,F,,"RWE Power Aktiengesellschaft",,,Active,105000,"thousand metric tons per year","Combined capacities for positions 586.589.",849
588,2981,2006,Germany,"Coal: lignite",Hambach,"Mine at Hambach",Mine,"50. 54'  N","006. 29'  E",50.9,6.48,F,,"RWE Power Aktiengesellschaft",,,Active,105000,"thousand metric tons per year","Combined capacities for positions 586.589.",849
589,2982,2006,Germany,"Coal: lignite",Inden,"Mine at Inden",Mine,"50. 52'  N","006. 20'  E",50.87,6.33,F,,"RWE Power Aktiengesellschaft",,,Active,105000,"thousand metric tons per year","Combined capacities for positions 586.589.",849
590,2983,2006,Germany,"Coal: lignite",Boxberg,"Mine at Boxberg",Mine,"51. 26'  N","014. 35'  E",51.43,14.58,F,S,"Vattenfall Europe Mining AG",,,Active,60000,"thousand metric tons per year","Combined capacities for positions 590.592.",849
591,2984,2006,Germany,"Coal: lignite",J.nschwalde,"Mine at J.nschwalde",Mine,"51. 52'  N","014. 30'  E",51.87,14.5,A,S,"Vattenfall Europe Mining AG",,,Active,60000,"thousand metric tons per year","Combined capacities for positions 590.592.",849
592,2985,2006,Germany,"Coal: lignite","Schwarze Pumpe","Mine at Schwarze Pumpe",Mine,"51. 35'  N","014. 20'  E",51.58,14.33,F,S,"Vattenfall Europe Mining AG",,,Active,60000,"thousand metric tons per year","Combined capacities for positions 590.592.",849
593,2986,2006,Germany,"Coke: contained in domestic coal",Lohberg-Osterfeld,"Pitside coking plant at Lohberg-Osterfeld Mine",Plant,"51. 03'  N","006. 35'  E",51.05,6.58,F,,"Deutsche Steinkohle AG","RAG Aktiengesellschaft, 100%",,Active,3000,"thousand metric tons per year","Combined capacities for positions 593.594.",849
